offense_id,rpt_date,occur_date,occur_day,occur_day_num,occur_time,poss_date,poss_time,beat,zone,location,ibr_code,UC2_Literal,neighborhood,npu,lat,long
213651770,1/1/2022,12/31/2021,Friday,6,22:00,1/1/2022,01:00,308,3,"1172 REGIS RD SE
ATL, GA 30315
UNITED STATES",240,AUTO THEFT,Leila Valley,Z,33.690913,-84.350928
220010068,1/1/2022,12/31/2021,Friday,6,23:15,1/1/2022,00:04,506,5,"630 TRAVIS ST NW
ATL, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,English Avenue,L,33.771594,-84.408764
220010108,1/1/2022,1/1/2022,Saturday,7,00:24,1/1/2022,00:40,304,3,"600 MARTIN ST SE
ATL, GA 30312
UNITED STATES",13A,AGG ASSAULT,Summerhill,V,33.738249,-84.383948
220010210,1/2/2022,12/31/2021,Friday,6,21:20,1/1/2022,01:15,509,5,"207 PEACHTREE CENTER AVE NE
ATLANTA, GA 30303
UNITED STATES",23F,LARCENY-FROM VEHICLE,Downtown,M,33.760038,-84.385984
220010236,1/1/2022,1/1/2022,Saturday,7,00:07,1/1/2022,01:00,604,6,"395 CHAMBERLAIN ST SE
ATL, GA 30312
UNITED STATES",23F,LARCENY-FROM VEHICLE,Sweet Auburn,M,33.753675,-84.374546
220010261,1/1/2022,1/1/2022,Saturday,7,01:44,1/1/2022,01:58,604,6,"131 GRAPE ST NE
ATLANTA, GA 30312
UNITED STATES",13A,AGG ASSAULT,Old Fourth Ward,M,33.757872,-84.371041
220010381,1/1/2022,1/1/2022,Saturday,7,02:50,1/1/2022,02:52,401,4,"1355 RALPH DAVID ABERNATHY BLVD SW
ATLANTA, GA 30310
UNITED STATES",23C,LARCENY-NON VEHICLE,West End,T,33.739304,-84.432039
220010424,1/1/2022,1/1/2022,Saturday,7,03:13,1/1/2022,06:00,105,1,"241 TROY ST NW
ATL, GA 30314
UNITED STATES",13A,AGG ASSAULT,Hunter Hills,K,33.761713,-84.42635
220010539,1/3/2022,1/1/2022,Saturday,7,04:56,1/3/2022,17:05,303,3,"599 WHITEHALL ST SW
ATLANTA, GA 30303
UNITED STATES",23F,LARCENY-FROM VEHICLE,Pittsburgh,V,33.742773,-84.407627
220010558,1/1/2022,1/1/2022,Saturday,7,05:24,1/1/2022,05:35,602,6,"1149 EUCLID AVE NE
ATLANTA, GA 30307
UNITED STATES",220,BURGLARY,Inman Park,N,33.764741,-84.349778
220010580,1/1/2022,1/1/2022,Saturday,7,04:50,1/1/2022,05:51,211,2,"635 LINDBERGH DR NE
ATL, GA 30324
UNITED STATES",13A,AGG ASSAULT,Lindbergh/Morosgo,B,33.82179,-84.366949
220010591,1/1/2022,1/1/2022,Saturday,7,01:30,1/1/2022,04:00,212,2,"2325 CHESHIRE BRIDGE RD NE
ATL, GA 30324
UNITED STATES",23F,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,33.818617,-84.349055
220010592,1/1/2022,1/1/2022,Saturday,7,06:08,1/1/2022,09:47,205,2,"850 GLENBROOK DR NW
ATL, GA 30318
UNITED STATES",220,BURGLARY,Wildwood (NPU-C),C,33.814881,-84.416146
220010607,1/1/2022,1/1/2022,Saturday,7,00:30,1/1/2022,08:18,503,5,"48 13TH ST NE
ATL, GA 30309
UNITED STATES",23F,LARCENY-FROM VEHICLE,Midtown,E,33.785882,-84.385965
220010634,1/1/2022,1/1/2022,Saturday,7,01:00,1/1/2022,07:15,508,5,"57 FORSYTH ST NW
ATL, GA 30303
UNITED STATES",220,BURGLARY,Downtown,M,33.756007,-84.389801
220010644,1/1/2022,1/1/2022,Saturday,7,07:07,1/1/2022,09:06,102,1,"901 MAYSON TURNER RD NW
ATL, GA 30314
UNITED STATES",13A,AGG ASSAULT,Vine City,L,33.757146,-84.416841
220010647,1/2/2022,1/1/2022,Saturday,7,07:41,1/1/2022,08:40,211,2,"2450 CAMELLIA LN NE
ATL, GA 30324
UNITED STATES",13A,AGG ASSAULT,Lindbergh/Morosgo,B,33.822806,-84.371389
220010714,1/1/2022,12/31/2021,Friday,6,17:00,1/1/2022,10:52,409,4,"1475 HARBIN RD SW
ATL, GA 30311
UNITED STATES",220,BURGLARY,Southwest,R,33.715654,-84.484359
220010719,1/1/2022,1/1/2022,Saturday,7,00:25,1/1/2022,09:35,508,5,"352 PEACHTREE ST NE
ATLANTA, GA 30308
UNITED STATES",23F,LARCENY-FROM VEHICLE,Downtown,M,33.764071,-84.386377
220010762,1/1/2022,12/31/2021,Friday,6,19:00,1/1/2022,01:00,212,2,"101 ANSLEY VILLA DR NE
ATL, GA 30309
UNITED STATES",23F,LARCENY-FROM VEHICLE,Piedmont Heights,F,33.806509,-84.375313
220010770,1/1/2022,12/31/2021,Friday,6,09:01,1/1/2022,10:30,509,5,"590 W PEACHTREE ST NW
ATL, GA 30308
UNITED STATES",23F,LARCENY-FROM VEHICLE,Downtown,M,33.770228,-84.388146
220010800,1/1/2022,1/1/2022,Saturday,7,11:22,1/1/2022,12:20,512,5,"135 FORSYTH ST SW
ATL, GA 30303
UNITED STATES",23F,LARCENY-FROM VEHICLE,Downtown,M,33.750964,-84.394996
220010804,1/1/2022,12/30/2021,Thursday,5,20:00,1/1/2022,09:00,212,2,"2055 PIEDMONT RD NE
ATL, GA 30324
UNITED STATES",220,BURGLARY,Morningside/Lenox Park,F,33.811289,-84.366221
220010873,1/3/2022,12/31/2021,Friday,6,18:00,1/1/2022,10:00,608,6,"23 LULLWATER PL NE
ADK, GA 30307
UNITED STATES",23F,LARCENY-FROM VEHICLE,Druid Hills,N,33.774609,-84.337311
220010876,1/1/2022,12/31/2021,Friday,6,23:30,1/1/2022,14:38,310,3,"258 PRESTON LN SW
ATL, GA 30315
UNITED STATES",23F,LARCENY-FROM VEHICLE,Browns Mill Park,Z,33.686395,-84.395585
220010888,1/1/2022,12/31/2021,Friday,6,22:00,1/1/2022,14:59,504,5,"935 MARIETTA ST NW
ATL, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Marietta Street Artery,E,33.777953,-84.408486
220010897,1/1/2022,1/1/2022,Saturday,7,04:00,1/1/2022,04:50,506,5,"370 PAINES AVE NW
ATLANTA, GA 30314
UNITED STATES",23F,LARCENY-FROM VEHICLE,English Avenue,L,33.764768,-84.414936
220010904,1/1/2022,12/30/2021,Thursday,5,22:45,1/1/2022,13:20,102,1,"824 THURMOND ST NW
ATLANTA, GA 30314
UNITED STATES",23D,LARCENY-NON VEHICLE,Vine City,L,33.760277,-84.414501
220010932,1/2/2022,12/31/2021,Friday,6,15:00,1/1/2022,13:40,206,2,"65 IRBY AVE NW
ATL, GA 30305
UNITED STATES",23F,LARCENY-FROM VEHICLE,South Tuxedo Park,B,33.841359,-84.380983
220010945,1/1/2022,1/1/2022,Saturday,7,15:09,1/1/2022,15:09,307,3,"386 SAWTELL AVE SE
ATL, GA 30315
UNITED STATES",220,BURGLARY,Lakewood Heights,Y,33.707201,-84.376235
220010964,1/1/2022,1/1/2022,Saturday,7,14:22,1/1/2022,15:34,302,3,"765 MCDANIEL ST SW
ATL, GA 30310
UNITED STATES",23F,LARCENY-FROM VEHICLE,Pittsburgh,V,33.733655,-84.402209
220010977,1/1/2022,1/1/2022,Saturday,7,11:20,1/1/2022,14:35,205,2,"1950 HOWELL MILL RD NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Wildwood (NPU-C),C,33.807974,-84.413094
220011004,1/1/2022,1/1/2022,Saturday,7,13:02,1/1/2022,16:17,501,5,"980 HOWELL MILL RD NW
ATL, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Home Park,E,33.781369,-84.411385
220011057,1/1/2022,1/1/2022,Saturday,7,16:32,1/1/2022,16:32,207,2,"1197 HOWELL MILL RD NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Blandtown,D,33.787149,-84.411686
220011067,1/1/2022,1/1/2022,Saturday,7,15:56,1/1/2022,16:44,304,3,"140 SOUTH AVE SE
ATL, GA 30315
UNITED STATES",23F,LARCENY-FROM VEHICLE,Summerhill,V,33.732526,-84.383319
220011092,1/1/2022,12/22/2021,Wednesday,4,08:30,12/22/2021,17:30,508,5,"218 PEACHTREE ST NW
ATL, GA 30303
UNITED STATES",23F,LARCENY-FROM VEHICLE,Downtown,M,33.760322,-84.38769
220011134,1/1/2022,1/1/2022,Saturday,7,16:35,1/1/2022,17:35,601,6,"1055 MARYLAND AVE NE
ATL, GA 30306
UNITED STATES",220,BURGLARY,Virginia Highland,F,33.783467,-84.356652
220011166,1/1/2022,1/1/2022,Saturday,7,12:14,1/1/2022,17:00,601,6,"710 PONCE DE LEON AVE NE
ATLANTA, GA 30306
UNITED STATES",23E,LARCENY-NON VEHICLE,Virginia Highland,F,33.77373,-84.36411
220011168,1/1/2022,12/23/2021,Thursday,5,00:00,1/1/2022,16:58,107,1,"2136 DONALD LEE HOLLOWELL PKWY NW
ATL, GA 30318
UNITED STATES",220,BURGLARY,Grove Park,J,33.776399,-84.455292
220011201,1/1/2022,1/1/2022,Saturday,7,16:25,1/1/2022,16:30,402,4,"1005 LEE ST SW
ATL, GA 30310
UNITED STATES",23H,LARCENY-NON VEHICLE,Oakland City,S,33.727238,-84.41795
220011216,1/1/2022,1/1/2022,Saturday,7,17:32,1/1/2022,18:32,613,6,"1106 UNIVERSITY DR NE
ATL, GA 30306
UNITED STATES",23F,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,33.792713,-84.350714
220011225,1/1/2022,12/16/2021,Thursday,5,13:00,1/1/2022,17:00,311,3,"2967 METROPOLITAN PKWY SW
ATLANTA, GA 30315
UNITED STATES",23G,LARCENY-FROM VEHICLE,Hammond Park,X,33.674638,-84.409457
220011229,1/1/2022,12/31/2021,Friday,6,23:01,1/1/2022,15:00,507,5,"327 PETERS ST SW
ATL, GA 30313
UNITED STATES",240,AUTO THEFT,Castleberry Hill,M,33.745857,-84.403815
220011230,1/1/2022,1/1/2022,Saturday,7,17:45,1/1/2021,18:10,307,3,"1723 LAKEWOOD AVE SE
ATLANTA, GA 30315
UNITED STATES",23C,LARCENY-NON VEHICLE,Lakewood Heights,Y,33.706775,-84.380315
220011286,1/1/2022,1/1/2022,Saturday,7,18:18,1/1/2022,18:30,112,1,"2750 DONALD LEE HOLLOWELL PKWY NW
ATLANTA, GA 30318
UNITED STATES",23C,LARCENY-NON VEHICLE,Collier Heights,I,33.777383,-84.477433
220011289,1/1/2022,1/1/2022,Saturday,7,18:21,1/1/2022,19:28,605,6,"475 BROYLES ST SE
ATLANTA, GA 30312
UNITED STATES",240,AUTO THEFT,Grant Park,W,33.741761,-84.378067
220011297,1/1/2022,12/30/2021,Thursday,5,18:00,12/30/2021,21:00,310,3,"2637 OLD HAPEVILLE RD SW
ATLANTA, GA 30315
UNITED STATES",13A,AGG ASSAULT,Browns Mill Park,Z,33.682195,-84.395636
220011320,1/1/2022,1/1/2022,Saturday,7,16:30,1/1/2022,16:48,509,5,"241 PEACHTREE ST NE
ATLANTA, GA 30303
UNITED STATES",240,AUTO THEFT,Downtown,M,33.760825,-84.387221
220011325,1/1/2022,1/1/2022,Saturday,7,19:22,1/1/2022,19:22,409,4,"2909 CAMPBELLTON RD SW
ATLANTA, GA 30311
UNITED STATES",13A,AGG ASSAULT,Southwest,R,33.700808,-84.483531
220011337,1/1/2022,12/31/2021,Friday,6,21:00,1/1/2022,18:50,205,2,"789 WILSON RD NW
ATLANTA, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,Springlake,C,33.816061,-84.413985
220011377,1/2/2022,1/1/2022,Saturday,7,19:30,1/2/2022,00:13,103,1,"1738 MACARTHUR BLVD NW
ATL, GA 30318
UNITED STATES",240,AUTO THEFT,Bolton,D,33.813263,-84.444801
220011407,1/1/2022,1/1/2022,Saturday,7,00:55,1/1/2022,19:00,201,2,"2265 MARIETTA BLVD NW
ATL, GA 30318
UNITED STATES",23F,LARCENY-FROM VEHICLE,NA,C,33.819209,-84.449142
220011423,1/1/2022,12/31/2021,Friday,6,12:00,12/31/2021,12:30,603,6,"504 MORGAN ST NE
ATL, GA 30308
UNITED STATES",23F,LARCENY-FROM VEHICLE,Old Fourth Ward,M,33.769042,-84.370542
220011533,1/2/2022,1/1/2022,Saturday,7,21:00,1/1/2022,21:15,414,4,"3620 CAMP CREEK PKWY SW
ATL, GA 30331
UNITED STATES",240,AUTO THEFT,Princeton Lakes,P,33.654265,-84.506939
220011596,1/1/2022,1/1/2022,Saturday,7,21:58,1/1/2022,22:45,413,4,"4472 CAMPBELLTON RD SW
ATLANTA, GA 30331
UNITED STATES",120,ROBBERY,Elmco Estates,P,33.695793,-84.534681
220011654,1/1/2022,1/1/2022,Saturday,7,21:40,1/1/2022,22:10,406,4,"3208 MARTIN LUTHER KING JR DR SW
ATLANTA, GA 30311
UNITED STATES",240,AUTO THEFT,NA,I,33.751896,-84.492445
220011754,1/2/2022,1/1/2022,Saturday,7,23:29,1/2/2022,00:00,503,5,"915 W PEACHTREE ST NE
ATL, GA 30309
UNITED STATES",13A,AGG ASSAULT,Midtown,E,33.779747,-84.386981
220011772,1/2/2022,1/1/2022,Saturday,7,06:00,1/2/2022,02:00,104,1,"996 ASHBY GRV SW
ATLANTA, GA 30314
UNITED STATES",23F,LARCENY-FROM VEHICLE,Ashview Heights,T,33.749738,-84.420254
220020023,1/2/2022,1/2/2022,Sunday,1,00:06,1/2/2022,00:54,408,4,"1975 CAMPBELLTON RD SW
ATL, GA 30311
UNITED STATES",13A,AGG ASSAULT,Venetian Hills,S,33.708272,-84.453851
220020028,1/2/2022,1/2/2022,Sunday,1,00:09,1/2/2022,00:57,507,5,"321 NELSON ST SW
ATL, GA 30313
UNITED STATES",23F,LARCENY-FROM VEHICLE,Castleberry Hill,M,33.751772,-84.398373
220020034,1/2/2022,1/2/2022,Sunday,1,00:11,1/2/2022,00:50,206,2,"250 PHARR RD NE
ATLANTA, GA 30305
UNITED STATES",120,ROBBERY,Buckhead Village,B,33.837783,-84.378171
220020051,1/2/2022,1/2/2022,Sunday,1,00:21,1/2/2022,03:45,407,4,"3630 BOULDER PARK DR SW
ATLANTA, GA 30331
UNITED STATES",13A,AGG ASSAULT,Fairburn Mays,H,33.749036,-84.506498
220020145,1/2/2022,1/2/2022,Sunday,1,01:36,NA,NA,207,2,"500 NORTHSIDE CIR NW
ATLANTA, GA 30309
UNITED STATES",220,BURGLARY,Loring Heights,E,33.799409,-84.402477
220020193,1/2/2022,1/1/2022,Saturday,7,22:45,1/2/2022,03:53,212,2,"2115 PIEDMONT RD NE
ATL, GA 30324
UNITED STATES",23F,LARCENY-FROM VEHICLE,Morningside/Lenox Park,F,33.812351,-84.365777
220020208,1/2/2022,1/2/2022,Sunday,1,02:00,1/2/2022,02:45,613,6,"1195 WOODLAND AVE NE
ATLANTA, GA 30324
UNITED STATES",23F,LARCENY-FROM VEHICLE,Lindridge/Martin Manor,F,33.814038,-84.348919
220020235,1/2/2022,1/2/2022,Sunday,1,03:05,1/2/2022,03:08,506,5,"370 NORTHSIDE DR NW
ATL, GA 30314
UNITED STATES",13A,AGG ASSAULT,English Avenue,L,33.76527,-84.404983
220020439,1/2/2022,1/2/2022,Sunday,1,03:30,1/2/2022,04:00,605,6,"275 MEMORIAL DR SE
ATL, GA 30312
UNITED STATES",23F,LARCENY-FROM VEHICLE,Grant Park,W,33.746725,-84.378544
220020443,1/2/2022,1/1/2022,Saturday,7,19:00,1/2/2022,08:00,603,6,"720 RALPH MCGILL BLVD NE
ATL, GA 30312
UNITED STATES",23F,LARCENY-FROM VEHICLE,Old Fourth Ward,M,33.766258,-84.364276
220020454,1/2/2022,1/1/2022,Saturday,7,20:00,1/2/2022,08:45,605,6,"651 ROBINSON AVE SE
ATL, GA 30312
UNITED STATES",240,AUTO THEFT,Grant Park,W,33.72828,-84.36608
220020464,1/2/2022,1/2/2022,Sunday,1,09:00,1/2/2022,09:09,605,6,"300 MARTIN LUTHER KING JR DR SE
ATLANTA, GA 30312
UNITED STATES",23H,LARCENY-NON VEHICLE,Oakland,W,33.748234,-84.378426
220020481,1/2/2022,1/1/2022,Saturday,7,20:05,1/1/2022,20:10,509,5,"590 W PEACHTREE ST NW
ATL, GA 30308
UNITED STATES",23F,LARCENY-FROM VEHICLE,Downtown,M,33.770228,-84.388146
